college,percentage,Location,Stream
R.M.Bhatt High School And Jr. College Parel (English Medium) (Aided),35.6,Mumbai,Arts
"Shri V V K Sarma High School And Junior College, Curry Road (West) Mumbai (Marathi Medium) (Aided)",35.6,Mumbai,Arts
"Vinod Shukla Jr. College, Chembur. (Hindi Medium) (Aided)",35.6,Mumbai,Arts
"Vikas High School & Jr. College, Vikhroli (East), Mumbai. (English Medium) (Aided)",35.6,Mumbai,Arts
"Smt. T. S. Bafna Jr College Of Arts & Com. Near Liberty Garden, Malad (West) (Marathi Medium) (Aided)",35.6,Mumbai,Arts
"Enfant India English School And Burlington Junior College, Shivaji Nagar, Govandi, Mumbai 400043 (English Medium) (Permanent Unaided)",35.6,Mumbai,Arts
"St. Xavier English High School & Jr. College, Kalyan. (English Medium) (Self Finance)",35.6,Mumbai,Arts
"St. Wilfreds Jr. College Of Arts, Commerce & Science, Panvel (English Medium) (Self Finance)",35.6,Mumbai,Arts
"Adarsh Vidyamandir Higher Secondary, Kulgaon (Marathi Medium) (Unaided)",35.6,Mumbai,Arts
Tilaknagar Vidyamandir Jr College Dombivli (Marathi Medium) (Aided),35.4,Mumbai,Arts
"D. N. C. Multipurpose Seconary School, Dattanagar, Dombivli (East). (Marathi Medium) (Aided)",35.4,Mumbai,Arts
"English High School And Jr College, Majiwada, Thane. (English Medium) (Aided)",35.4,Mumbai,Arts
"Yashwanta Chandji Sawant Vidyamandir & Jr. College, Bhandup (W) (Marathi Medium) (Aided)",35.4,Mumbai,Arts
"Ismail Yusuf College Of Arts, Com & Sci, Jogeshwari (East). (English Medium) (Government)",35.4,Mumbai,Arts
Laxman Devram Sonawane College Kalyan West (Marathi Medium) (Permanent Unaided),35.4,Mumbai,Arts
"Tondwalkar Vidyavardhini Secondary & Jr. College, Dombivali (W) (Marathi Medium) (Permanent Unaided)",35.4,Mumbai,Arts
"Yashwantrao Chavan Jr. College Of Arts, Science & Commerce, Koparkhairane (Marathi Medium) (Permanent Unaided)",35.4,Mumbai,Arts
"St Mary'S Convent High School & Jr. College, Kausa, Mumbra (English Medium) (Permanent Unaided)",35.4,Mumbai,Arts
"Anand Vishawa Gurukul And Jr College, Thane (W). (English Medium) (Permanent Unaided)",35.4,Mumbai,Arts
"K.B.& Sc Jr College Of Arts,Commerce And Science, Kopri, Thane (E) (English Medium) (Permanent Unaided)",35.4,Mumbai,Arts
Priyadarshini Vidyamandir Jr. College Of Arts & Commerce Sion Koliwada (English Medium) (Permanent Unaided),35.4,Mumbai,Arts
"National Kannad Education Society High School & Jr. College, Wadala (W), Mumbai. (English Medium) (Permanent Unaided)",35.4,Mumbai,Arts
"Sudarshan English High School & Jr. College, Goregaon (East) (English Medium) (Permanent Unaided)",35.4,Mumbai,Arts
"Sou. Nalini Yashwantrao Dode Jr. College, Mulund (E) (English Medium) (Self Finance)",35.4,Mumbai,Arts
"Al Ittehad Junior College Of Arts Science And Commerce For Girls, Jogeshwari (West) (English Medium) (Self Finance)",35.4,Mumbai,Arts
"Terna Secondary And High Secondary Vidyalaya, Nerul (W), Navi Mumbai. (Marathi Medium) (Unaided)",35.4,Mumbai,Arts
"Gulshan E Islam Urdu High School & Jr. College, Sakinaka, Kurla (West). (Urdu Medium) (Unaided)",35.4,Mumbai,Arts
"Hindi High School & Jr. College, Joshi Baug, Kalyan (Hindi Medium) (Aided)",35.2,Mumbai,Arts
"Pragati College ( Arts And Commerce ), Datta Nagar, Dombivali (East). (Marathi Medium) (Aided)",35.2,Mumbai,Arts
"English High School And Jr College, Majiwada, Thane. (Marathi Medium) (Aided)",35.2,Mumbai,Arts
"Adarsh Vidyamandir Higher Secondary, Kulgaon (Marathi Medium) (Aided)",35.2,Mumbai,Arts
"Bhausaheb Paranjpe Jr College, Ambarnath (East). (Marathi Medium) (Aided)",35.2,Mumbai,Arts
"Satish Pradhan Dnyanasadhana College Thane Arts Science And Commerce, Thane (W). (Marathi Medium) (Aided)",35.2,Mumbai,Arts
"M.H. Marathi Highschool Shivaji Path, Thane (W) (Marathi Medium) (Aided)",35.2,Mumbai,Arts
"Siddharth College Of Arts,Science & Comm., Fort, Mumbai. (English Medium) (Aided)",35.2,Mumbai,Arts
"Anudatt Vidyalaya & Junior College, Mhada Vasahat, Akurli Road, Kandivali (East). (Marathi Medium) (Aided)",35.2,Mumbai,Arts
Matoshree Velabai Devji Hariya Jr. College Shahad (English Medium) (Permanent Unaided),35.2,Mumbai,Arts
"Saket Junior College, Kalyan (E). (Marathi Medium) (Permanent Unaided)",35.2,Mumbai,Arts
"B. R. Madhavi English Secondary School, Dombivli (East). (Marathi Medium) (Permanent Unaided)",35.2,Mumbai,Arts
"Hindmata Vidyalay And Junior College, Thane Belapur Road, Digha, Navi Mumbai. (Marathi Medium) (Permanent Unaided)",35.2,Mumbai,Arts
"R. J. Thakur Jr. College Of Arts Commerce And Science, Thane (West). (Marathi Medium) (Permanent Unaided)",35.2,Mumbai,Arts
"Aisha English High School & Jr College, Govandi. (English Medium) (Permanent Unaided)",35.2,Mumbai,Arts
"Jafari English High School & Jr College, Shivaji Nagar, Govandi, Mumbai. (English Medium) (Permanent Unaided)",35.2,Mumbai,Arts
"Swami Ramkrishana Parmhans Jr. College, Govandi (E) (English Medium) (Permanent Unaided)",35.2,Mumbai,Arts
"Jana Gana Mana Vidyamandir & Jr. College, Old Dombivli. (English Medium) (Self Finance)",35.2,Mumbai,Arts
"K. M. Agrawal College Of Arts Commerce And Science , Kalyan (W). (Marathi Medium) (Unaided)",35.2,Mumbai,Arts
"Anand Jr. College, Kalyan (E) (Marathi Medium) (Unaided)",35.2,Mumbai,Arts
G.E.I.'S New High School Kalyan West (Marathi Medium) (Aided),35,Mumbai,Arts
"Vidyaprasarak Secondary & Higher Secondary School, Belapur (Marathi Medium) (Aided)",35,Mumbai,Arts
"B. M. Ruia Girls' College, Gamdevi, Mumbai (Hindi Medium) (Aided)",35,Mumbai,Arts
"Smt. S. T. Mehta Womens Jr. College, Cama Lane, Ghatkopar (W). (English Medium) (Aided)",35,Mumbai,Arts
"Asmita Girls Jr. College, Vikhroli (East). (Marathi Medium) (Aided)",35,Mumbai,Arts
Shailendra Edu. Soc'S Secondary School & Jr. College (English Medium) (Aided),35,Mumbai,Arts
"Sri Ganesh Vidyamandir, Deonar (Marathi Medium) (Self Finance)",35,Mumbai,Arts
"Kumari Kasturi Vidyalaya & Jr. College, Bhandup (W). (English Medium) (Self Finance)",35,Mumbai,Arts
Rajaram Seth Vidyalaya And Junior College Bhandup West (English Medium) (Self Finance),35,Mumbai,Arts
"Chandrabai Laxman Chougule Vidyalaya & Junior College, Chinchpada, Airoli. (English Medium) (Self Finance)",35,Mumbai,Arts
New English High School And Junior College (Marathi Medium) (Unaided),35,Mumbai,Arts
Sanket Jr College Manpada Thane (Hindi Medium) (Unaided),35,Mumbai,Arts
Sandesh Vidyalaya & Jr. College Of Arts Commerce And Science (Marathi Medium) (Unaided),35,Mumbai,Arts
"Sahyadri Vidyamandir & Jr. College, Bhandup (W) (English Medium) (Unaided)",35,Mumbai,Arts
,,,
Fergusson College (English Medium) (Aided),95.4,Pune,Arts
Symboysis College (English Medium) (Aided),93.8,Pune,Arts
Sir Parashurambhau Jr College (English Medium) (Aided),92.2,Pune,Arts
Modern Jr. College (English Medium) (Unaided),89.4,Pune,Arts
Dr. Kalmadi Shamarao High School And Junior College (English Medium) (Self Finance),86,Pune,Arts
"Nowrosjee Wadia College, Joag Path, Pune (English Medium) (Aided)",85,Pune,Arts
Fergusson College (Marathi Medium) (Aided),64.4,Pune,Arts
Abeda Inamdar Junior College For Girls Pune (English Medium) (Aided),62.8,Pune,Arts
"St. Miras College For Girls, 6, Koregaon Road, Pune (English Medium) (Aided)",60.6,Pune,Arts
Jog Eng.Med. Sec. School & Jr. College (English Medium) (Permanent Unaided),60,Pune,Arts
"Priyadarshani Junior College, Indrayani Nagar, Bhosari, Pune (English Medium) (Self Finance)",59.2,Pune,Arts
Periwinkle English Medium Junior College (English Medium) (Unaided),58.4,Pune,Arts
Poona College Of Arts Scinece & Commerece (English Medium) (Aided),57.4,Pune,Arts
"Cambridge Arts,Com And Sci College (English Medium) (Self Finance)",56.2,Pune,Arts
Rajmata Jijau Mahavidyalaya Landewadi (Marathi Medium) (Aided),54.8,Pune,Arts
Shri Sant Tukaram Sec. & Higher Secondary School Lohagaon (Marathi Medium) (Aided),51.4,Pune,Arts
"Dr. Ramesh Kumar Sachdeva Jr. College, Kharadi, Pune (English Medium) (Self Finance)",51.2,Pune,Arts
Lokseva E School And Junior College (English Medium) (Self Finance),48.6,Pune,Arts
Mount Carmel Convent High School And Junior College (English Medium) (Permanent Unaided),48,Pune,Arts
Narayanrao Sanas Vidyalaya And Vasantrao Sakharam Sanas Junior College (Marathi Medium) (Aided),47.8,Pune,Arts
Don Bosco Junior College (English Medium) (Permanent Unaided),46.6,Pune,Arts
"Late. Zumbarbai Munot Sec School, Katraj, Pune (Marathi Medium) (Self Finance)",46.6,Pune,Arts
Symbiosis Junior College Arts Science And Commerce (English Medium) (Self Finance),46,Pune,Arts
Haji Abdul Latif Fazlani Urdu High School And N R Khan Junior College Of Art'S Commerce And Science (English Medium) (Unaided),45,Pune,Arts
Sasane Education Societys Arts Commerce And Science Junior College (English Medium) (Permanent Unaided),44,Pune,Arts
Poona Public High School And Junior College Bhosari Pune (English Medium) (Self Finance),43.8,Pune,Arts
Hiraman Bankar Jr. College (Marathi Medium) (Aided),43.4,Pune,Arts
Shikshan Maharshi Dr D Y Patil Arts Com And Science Jr College Shahunagar Chinchwad Pune (English Medium) (Permanent Unaided),42.8,Pune,Arts
Sir Parashurambhau Jr College (Marathi Medium) (Aided),42.6,Pune,Arts
Anglo Urdu Boys' High School & Jr.College (English Medium) (Unaided),42.6,Pune,Arts
Rba Junior College Of Arts Science And Commerce (English Medium) (Permanent Unaided),42,Pune,Arts
"Shrimati Kalawati Badhe Junior College, Kondhwa, Pun (English Medium) (Self Finance)",41.8,Pune,Arts
Aditya English Medium School And Junior College (English Medium) (Self Finance),41.8,Pune,Arts
Sungrace High School And Jr. College (English Medium) (Permanent Unaided),41.4,Pune,Arts
Karmavir B Patil Vidyalaya (Marathi Medium) (Aided),41,Pune,Arts
"Baburaoji Gholap Jr College, Sangavi, Pune (Marathi Medium) (Aided)",41,Pune,Arts
Sarhad Public School (English Medium) (Self Finance),40.8,Pune,Arts
Sarhad School And Junior College (English Medium) (Permanent Unaided),40.6,Pune,Arts
Sinhgad College Of Arts Science And Commerce Jr College Ambegaon Bk (English Medium) (Permanent Unaided),40.4,Pune,Arts
Jadhavar English Medium School&Jr College (English Medium) (Self Finance),40.4,Pune,Arts
Ideal Junior College (English Medium) (Unaided),40.4,Pune,Arts
"New Dawn Jr College, Kondhawa, Pune (English Medium) (Self Finance)",40.2,Pune,Arts
Asian Jr.College Of Science Commerce And Arts (English Medium) (Permanent Unaided),40,Pune,Arts
Smt Anusaya Ovhal Mid Punawale (Marathi Medium) (Self Finance),40,Pune,Arts
Agarkar Girls High School Junior College (Marathi Medium) (Aided),39.8,Pune,Arts
Pune Cambridge Public School And Junior College (English Medium) (Self Finance),39.8,Pune,Arts
Samajbhushan Baburao Phule Madhyamik And Junior College (English Medium) (Self Finance),39.8,Pune,Arts
St. Felix High School And Junior College (English Medium) (Unaided),39.8,Pune,Arts
"Dr. D. Y. Patil Arts, Commerce & Science Junior College, Pune (English Medium) (Permanent Unaided)",39.6,Pune,Arts
Sadhana Vidyalaya And R R Shinde Jr College Hadapsar (Marathi Medium) (Aided),39.4,Pune,Arts
Gendibai Tarachand Chopda High And Jr College (Marathi Medium) (Aided),39.2,Pune,Arts
Arham School And Junior College (English Medium) (Self Finance),39.2,Pune,Arts
Foresight School And Junior College (English Medium) (Self Finance),39.2,Pune,Arts
"Nowrosjee Wadia College, Joag Path, Pune (Marathi Medium) (Aided)",39,Pune,Arts
"Vardhaman Eng Med School & Jr College, Hadapsar, Pune (English Medium) (Self Finance)",39,Pune,Arts
Shivbhumi Vid & Kanishth Mah (Marathi Medium) (Permanent Unaided),38.8,Pune,Arts
Arihant Arts Commerce And Science Junior College Bavdhan (English Medium) (Self Finance),38.8,Pune,Arts
M.P. International School And Junior College (English Medium) (Self Finance),38.8,Pune,Arts
New English School Chinchwad (Marathi Medium) (Aided),38.6,Pune,Arts
Vidya Valley North Point Junior College (Marathi Medium) (Self Finance),38.4,Pune,Arts
Krantiveer Chphekar Mad Vid (Marathi Medium) (Unaided),38.4,Pune,Arts
P. Jog Jr. College (English Medium) (Permanent Unaided),38.2,Pune,Arts
"Pragnya Junior College, Handewadi, Pune (English Medium) (Self Finance)",38.2,Pune,Arts
Pune Cambridge Public School (English Medium) (Self Finance),38.2,Pune,Arts
"Modern Junior College Of Science & Commerce,Warje,Pune (English Medium) (Self Finance)",38.2,Pune,Arts
Kai N M Gadsing Guruji Jr College Krishnanagar (Marathi Medium) (Unaided),38.2,Pune,Arts
Sou Anusaya Wadhokar Higher Secondary School Rupeenagar (Marathi Medium) (Aided),38,Pune,Arts
Sun Bright Junior College Ambegaon Bk Pune (Marathi Medium) (Self Finance),38,Pune,Arts
Dr. Ambedkar College Of Arts And Commerce (Marathi Medium) (Aided),37.8,Pune,Arts
Kai Sundarabai Rathi High Sch. (Marathi Medium) (Aided),37.8,Pune,Arts
Sinhgad College Of Arts Science And Commerce Junior College Narhe (English Medium) (Permanent Unaided),37.8,Pune,Arts
"Peer Mohamed High School And Junior College For Girls, Bund Garden Road, Pune (English Medium) (Permanent Unaided)",37.8,Pune,Arts
"Sant Mai Jr. College Of Arts, Commerce And Science, Shivajinar, Pune (English Medium) (Self Finance)",37.8,Pune,Arts
Jijamata Girls Highschool And Jr College (Marathi Medium) (Aided),37.6,Pune,Arts
"Sinhgad College Of Arts, Sci & Com (English Medium) (Permanent Unaided)",37.6,Pune,Arts
Prerna Madhyamik Vidyalay And Tukaram Gujar Jr College (Marathi Medium) (Aided),37.4,Pune,Arts
Fattechand Jain Vidyalaya Chinchwad (Marathi Medium) (Aided),37.4,Pune,Arts
Mce Society'S English Medium High School And Junior College (English Medium) (Self Finance),37.4,Pune,Arts
Rims International School And Junior College Undri (English Medium) (Self Finance),37.4,Pune,Arts
C.E.S.'S Chaitanya English Medium Junior College (English Medium) (Self Finance),37.4,Pune,Arts
Saraswati Sec.&High Sec.Sch. Akurdi (Marathi Medium) (Aided),37.2,Pune,Arts
Arihant Arts Commerce And Science Junior College (English Medium) (Self Finance),37.2,Pune,Arts
Pratibha Jr. College Chinchwad (English Medium) (Self Finance),37.2,Pune,Arts
Mahatma Phule Mahavidyalaya Pimpri (Marathi Medium) (Aided),37,Pune,Arts
Camp Education Society'S Highschool & Jr College (Marathi Medium) (Aided),36.8,Pune,Arts
Lady Hawabai For Girls Highschool And Jr. College (English Medium) (Self Finance),36.8,Pune,Arts
Pune Cambridge Public School (Marathi Medium) (Self Finance),36.8,Pune,Arts
Janki Devi Junior College (English Medium) (Self Finance),36.8,Pune,Arts
Mahadji Shinde High School & Jr College (Marathi Medium) (Unaided),36.8,Pune,Arts
Dnyan Prasarak Vidya Mandir Jr College (Marathi Medium) (Unaided),36.8,Pune,Arts
Shahu Mandir Junior Mahavidyalay (Marathi Medium) (Aided),36.6,Pune,Arts
Bhartiy Jain Sagh High Sch (Marathi Medium) (Aided),36.6,Pune,Arts
Shri Bhairvanath Mad High Sch (Marathi Medium) (Aided),36.6,Pune,Arts
Late Bandoji Khandoji Chavan Secondary And Higher Secondary School Dhayari (Marathi Medium) (Unaided),36.6,Pune,Arts
"M.T.Balwadkar Vidylaya And Junior College,Balewadi (Marathi Medium) (Unaided)",36.6,Pune,Arts
Shri Pandharinath Alias Annasaheb Tukaram Pathare Arts Commerce And Science Junior College (Marathi Medium) (Unaided),36.6,Pune,Arts
Mahilashram Highschool And Junior College (Marathi Medium) (Aided),36.2,Pune,Arts
"St. Miras College For Girls, 6, Koregaon Road, Pune (Marathi Medium) (Aided)",36.2,Pune,Arts
Annasaheb Magar Jr. College (Marathi Medium) (Aided),36.2,Pune,Arts
Dnyanprobodhini Madhymik And Kanishtha Mahavidyalaya (Marathi Medium) (Aided),36.2,Pune,Arts
Asm'S Geetamata Eng. A.C.S.Jr. Coll. Chinchwad (English Medium) (Permanent Unaided),36.2,Pune,Arts
Dr. D.Y.Patil Acs Jr. College Pimpri (English Medium) (Permanent Unaided),36.2,Pune,Arts
Genba Sopanrao Moze Sec And Higher Sec Prashala (Marathi Medium) (Aided),36,Pune,Arts
Sayajinath Maharaj Mad Vidy (Marathi Medium) (Permanent Unaided),36,Pune,Arts
Hadpsar Vidhyalaya Ramtekadi And Jr College (Marathi Medium) (Unaided),36,Pune,Arts
Modern Jr. College (Marathi Medium) (Aided),35.8,Pune,Arts
Madhyamik Uccha Madhymik Vidyalaya (Marathi Medium) (Aided),35.8,Pune,Arts
Sndt Kanyashala And Jr College Narayan Peth Pune (Marathi Medium) (Aided),35.8,Pune,Arts
Navmaharashtra Vidyalaya Boys (Marathi Medium) (Aided),35.8,Pune,Arts
Shrichakradhar Swami Madhyamik Vidyalaya (Marathi Medium) (Permanent Unaided),35.8,Pune,Arts
"Khadki Education Society English Medium Arts, Science And Commerce Jr. College (English Medium) (Self Finance)",35.8,Pune,Arts
Vitthalrao Shivarkar Highschool (Marathi Medium) (Aided),35.6,Pune,Arts
Mamasaheb Mohol Jr. College (Marathi Medium) (Aided),35.6,Pune,Arts
Pratibhatai Pawar Madhyamik And Uccha Madhyamik Vidyalay (Marathi Medium) (Aided),35.6,Pune,Arts
Shri Mhalsakant Sec And High Sec School Akurdi Pune (Marathi Medium) (Aided),35.6,Pune,Arts
Rajgad Dnyanpeeth Dnyanankur English Medium School And Junior College (English Medium) (Self Finance),35.6,Pune,Arts
Abasaheb Garware College (Marathi Medium) (Aided),35.4,Pune,Arts
Chandrkant Dangat Secondary (Marathi Medium) (Aided),35.4,Pune,Arts
"Pune International School And Jr College, Vidyanagar, Pune (English Medium) (Self Finance)",35.4,Pune,Arts
Shri Haribhau Balwantrao Girme Madhyamik And Uchha Madhyamik Vidyalaya (Marathi Medium) (Self Finance),35.4,Pune,Arts
Suryadatta Junior College Bavdhan (English Medium) (Unaided),35.4,Pune,Arts
Tikaram Jagannath Arts Com & Science College (Marathi Medium) (Aided),35.2,Pune,Arts
"Dhaneshwar Secondary Higher Scondary School, Dhanori Pune (Marathi Medium) (Permanent Unaided)",35.2,Pune,Arts
"Dhole Patils Jr. College Of Arts, Commerce And Science, Wagholi, Pune (English Medium) (Self Finance)",35.2,Pune,Arts
Dr. Babasaheb Ambedkar Jr. College (Marathi Medium) (Aided),35,Pune,Arts
S.N.D.T. Arts & Commerce College For Women Karve Road Pune (Marathi Medium) (Aided),35,Pune,Arts
C.B.T.Sadhana Girls School & Akutai Kalyani Girls Jr.College Hadapsar (Marathi Medium) (Aided),35,Pune,Arts
Dr Babasaheb Ambedkar Commerce And M V R Shinde Arts College (Marathi Medium) (Aided),35,Pune,Arts
Swami Vivekanand Vidyamandhir D T Patil Jr College Dapodi (Marathi Medium) (Aided),35,Pune,Arts
Nrusigh High School And Jr College Sangavi (Marathi Medium) (Aided),35,Pune,Arts
,,,
"Yashwant English High. Sec.School,Dabha, Nagpur (English Medium) (Self Finance)",67.4,Nagpur,Arts
"Gayatri Higher Sec. School, Giribalaji Nagar, Hudkeshwar Road, Nagpur (English Medium) (Self Finance)",59,Nagpur,Arts
Hislop Junior College Nagpur (English Medium) (Aided),55.6,Nagpur,Arts
Namo Narayani Convent And Jr College (English Medium) (Self Finance),53,Nagpur,Arts
"Smt. C.B. Adarsh High.Sec. School, 1205,Ca Rd., Gandhibag, Nagpur (English Medium) (Aided)",51.2,Nagpur,Arts
"Yashwantrao Guddhe Patil Memo.Jr.College, Jaitala, Hingna Road, Nagpur (Marathi Medium) (Unaided)",50.8,Nagpur,Arts
"Navpratibha High.Sec. School, Ayurvedic Layout, Mirchi Bazar, Nagpur (Marathi Medium) (Aided)",48.8,Nagpur,Arts
